"Map","stateName","HotelRating","Latitude","Longitude"
"26.107511, -97.165382","Texas",3,26.107511,-97.165382
"26.10769, -80.15161","Florida",4,26.10769,-80.15161
"26.10776, -97.16756","Texas",3,26.10776,-97.16756
"26.10792, -80.1071","Florida",2,26.10792,-80.1071
"26.10841, -80.10716","Florida",2,26.10841,-80.10716
"26.10872, -97.16569","Texas",3,26.10872,-97.16569
"26.108721, -80.107922","Florida",2,26.108721,-80.107922
"26.10873, -80.10799","Florida",2,26.10873,-80.10799
"26.108762, -80.106763","Florida",4,26.108762,-80.106763
"26.108876, -97.164843","Texas",3.3333333333333335,26.108876,-97.164843
"26.109482, -97.166629","Texas",4,26.109482,-97.166629
"26.109484, -97.166651","Texas",3,26.109484,-97.166651
"26.109816, -97.166715","Texas",4,26.109816,-97.166715
"26.10988, -97.16846","Texas",2,26.10988,-97.16846
"26.109983, -97.167587","Texas",4,26.109983,-97.167587
"26.110076, -80.106207","Florida",3,26.110076,-80.106207
"26.11027, -97.16698","Texas",3,26.11027,-97.16698
"26.110519, -80.14605","Florida",3,26.110519,-80.14605
"26.1107, -97.16788","Texas",4,26.1107,-97.16788
"26.11075, -80.14692","Florida",4,26.11075,-80.14692
"26.1109, -97.168","Texas",3,26.1109,-97.168
"26.11091, -80.14698","Florida",4,26.11091,-80.14698
"26.11124, -97.16535","Texas",2,26.11124,-97.16535
"26.11184, -97.16813","Texas",4,26.11184,-97.16813
"26.11236, -97.16883","Texas",3,26.11236,-97.16883
"26.112809, -97.166649","Texas",3,26.112809,-97.166649
"26.112981, -97.169262","Texas",2,26.112981,-97.169262
"26.1131, -80.10556","Florida",4,26.1131,-80.10556
"26.113117, -97.166358","Texas",4,26.113117,-97.166358
"26.113465, -97.165811","Texas",3,26.113465,-97.165811
"26.113569, -97.16992","Texas",2,26.113569,-97.16992
"26.113573, -80.25411","Florida",3,26.113573,-80.25411
"26.11365, -80.25738","Florida",2,26.11365,-80.25738
"26.113852, -80.253105","Florida",2,26.113852,-80.253105
"26.114452, -80.25543","Florida",2,26.114452,-80.25543
"26.114575, -97.169578","Texas",2,26.114575,-97.169578
"26.11473, -97.17103","Texas",2,26.11473,-97.17103
"26.114833, -97.166463","Texas",4,26.114833,-97.166463
"26.114878, -97.165953","Texas",4,26.114878,-97.165953
"26.114978, -97.165853","Texas",3,26.114978,-97.165853
"26.115046, -97.170772","Texas",2,26.115046,-97.170772
"26.11536, -97.17205","Texas",3,26.11536,-97.17205
"26.1156, -98.2451","Texas",3,26.1156,-98.2451
"26.11567, -80.14868","Florida",4,26.11567,-80.14868
"26.115807, -80.10526","Florida",4,26.115807,-80.10526
"26.115932, -97.16961","Texas",2,26.115932,-97.16961
"26.117125, -80.105647","Florida",3,26.117125,-80.105647
"26.11723, -80.13679","Florida",3,26.11723,-80.13679
"26.11726, -97.16716","Texas",3,26.11726,-97.16716
"26.11738, -97.16692","Texas",3,26.11738,-97.16692
"26.11752, -97.16611","Texas",3,26.11752,-97.16611
"26.117537, -97.166105","Texas",3.1428571428571432,26.117537,-97.166105
"26.117538, -97.166126","Texas",4,26.117538,-97.166126
"26.117762, -97.166887","Texas",3,26.117762,-97.166887
"26.117796, -80.156663","Florida",4,26.117796,-80.156663
"26.118122, -97.169304","Texas",2,26.118122,-97.169304
"26.119153, -80.136408","Florida",3,26.119153,-80.136408
"26.11936, -97.16785","Texas",2,26.11936,-97.16785
"26.119604, -97.166789","Texas",3,26.119604,-97.166789
"26.119615, -97.16682","Texas",4,26.119615,-97.16682
"26.119617, -97.166792","Texas",3,26.119617,-97.166792
"26.12058, -80.120722","Florida",3,26.12058,-80.120722
"26.12074, -80.26266","Florida",3,26.12074,-80.26266
"26.120852526, -80.138029985","Florida",3,26.120852526,-80.138029985
"26.12141, -97.16953","Texas",3,26.12141,-97.16953
"26.121428, -97.171871","Texas",3,26.121428,-97.171871
"26.121479, -97.171511","Texas",3,26.121479,-97.171511
"26.121742, -80.164566","Florida",2,26.121742,-80.164566
"26.12181, -80.13695","Florida",2,26.12181,-80.13695
"26.122148, -97.16804","Texas",3,26.122148,-97.16804
"26.122255, -80.105156","Florida",3,26.122255,-80.105156
"26.122353, -98.2453","Texas",2,26.122353,-98.2453
"26.122494, -80.253136","Florida",3,26.122494,-80.253136
"26.12282, -80.12216","Florida",2,26.12282,-80.12216
"26.122987, -97.167172","Texas",2,26.122987,-97.167172
"26.123026, -80.10479","Florida",5,26.123026,-80.10479
"26.123078, -97.169454","Texas",3,26.123078,-97.169454
"26.123647, -80.10447","Florida",3,26.123647,-80.10447
"26.1237, -80.12874","Florida",3,26.1237,-80.12874
"26.123701, -97.169992","Texas",3,26.123701,-97.169992
"26.12398, -80.331314","Florida",2,26.12398,-80.331314
"26.123981, -80.331314","Florida",2,26.123981,-80.331314
"26.123981, -80.331315","Florida",2,26.123981,-80.331315
"26.124068, -80.105477","Florida",4,26.124068,-80.105477
"26.124201, -97.169005","Texas",3,26.124201,-97.169005
"26.124309, -80.255277","Florida",4,26.124309,-80.255277
"26.124543, -97.168998","Texas",3,26.124543,-97.168998
"26.124574, -80.103933","Florida",3,26.124574,-80.103933
"26.12464, -97.168","Texas",3,26.12464,-97.168
"26.124643, -97.167984","Texas",3,26.124643,-97.167984
"26.12478, -80.20249","Florida",2,26.12478,-80.20249
"26.124911, -97.167147","Texas",4,26.124911,-97.167147
"26.124966, -80.137856","Florida",3,26.124966,-80.137856
"26.12498, -80.13787","Florida",4,26.12498,-80.13787
"26.125044, -80.14326","Florida",3,26.125044,-80.14326
"26.125069, -80.105102","Florida",2,26.125069,-80.105102
"26.12527, -80.10442","Florida",3,26.12527,-80.10442
"26.12534, -80.10388","Florida",2,26.12534,-80.10388
"26.12538, -80.12041","Florida",3,26.12538,-80.12041
"26.125438, -80.376443","Florida",4,26.125438,-80.376443
"26.125662, -80.262618","Florida",3,26.125662,-80.262618
"26.125689, -80.372327","Florida",3,26.125689,-80.372327
"26.12569, -80.37233","Florida",3,26.12569,-80.37233
"26.125732, -80.144844","Florida",2,26.125732,-80.144844
"26.12577, -80.12612","Florida",3,26.12577,-80.12612
"26.12577, -80.14439","Florida",3,26.12577,-80.14439
"26.125888, -80.104776","Florida",2,26.125888,-80.104776
"26.12593, -80.10386","Florida",3,26.12593,-80.10386
"26.12654, -97.16697","Texas",3,26.12654,-97.16697
"26.1266, -80.10473","Florida",4,26.1266,-80.10473
"26.12662, -80.10558","Florida",4,26.12662,-80.10558
"26.126634, -97.167347","Texas",4,26.126634,-97.167347
"26.1268723, -80.1057968","Florida",1,26.1268723,-80.1057968
"26.126952, -80.373348","Florida",3,26.126952,-80.373348
"26.12701, -97.63773","Texas",2,26.12701,-97.63773
"26.12703, -80.13941","Florida",3,26.12703,-80.13941
"26.12713, -80.13938","Florida",4,26.12713,-80.13938
"26.127171, -97.168235","Texas",3,26.127171,-97.168235
"26.127181, -97.167388","Texas",3,26.127181,-97.167388
"26.127207, -97.167368","Texas",3,26.127207,-97.167368
"26.12721, -97.167484","Texas",3,26.12721,-97.167484
"26.127275, -80.10352","Florida",4,26.127275,-80.10352
"26.127277, -97.167484","Texas",3,26.127277,-97.167484
"26.127296, -97.167463","Texas",3,26.127296,-97.167463
"26.1273, -97.17124","Texas",2,26.1273,-97.17124
"26.12733, -97.168408","Texas",3,26.12733,-97.168408
"26.127455, -97.167705","Texas",3,26.127455,-97.167705
"26.127478, -97.167452","Texas",3,26.127478,-97.167452
"26.127545, -97.167505","Texas",3,26.127545,-97.167505
"26.12768, -80.104705","Florida",3,26.12768,-80.104705
"26.127722, -80.10585","Florida",3,26.127722,-80.10585
"26.1278248643139, -80.1064963638783","Florida",3,26.1278248643139,-80.1064963638783
"26.12783, -80.1065","Florida",2,26.12783,-80.1065
"26.12796, -80.10611","Florida",2,26.12796,-80.10611
"26.128027, -80.10434","Florida",4,26.128027,-80.10434
"26.128033, -80.106552","Florida",3,26.128033,-80.106552
"26.12811, -80.13288","Florida",3,26.12811,-80.13288
"26.12813, -97.17107","Texas",2,26.12813,-97.17107
"26.128137, -97.167522","Texas",3.285714285714286,26.128137,-97.167522
"26.128142, -97.167551","Texas",5,26.128142,-97.167551
"26.12837, -81.76826","Florida",2,26.12837,-81.76826
"26.12853, -80.10457","Florida",3,26.12853,-80.10457
"26.12872, -80.10661","Florida",3,26.12872,-80.10661
"26.128950119, -80.107711792","Florida",2,26.128950119,-80.107711792
"26.129, -80.104","Florida",2,26.129,-80.104
"26.129105, -80.10452","Florida",4,26.129105,-80.10452
"26.129151, -80.103502","Florida",4,26.129151,-80.103502
"26.129425, -80.103472","Florida",4,26.129425,-80.103472
"26.12943, -80.10437","Florida",4,26.12943,-80.10437
"26.12949, -80.12798","Florida",3,26.12949,-80.12798
"26.12956, -80.10617","Florida",2,26.12956,-80.10617
"26.12956, -80.10694","Florida",3,26.12956,-80.10694
"26.12968, -80.10838","Florida",3,26.12968,-80.10838
"26.129997, -80.105857","Florida",3,26.129997,-80.105857
"26.13008625805378, -80.103465802967548","Florida",2,26.13008625805378,-80.10346580296755
"26.13012, -80.1037","Florida",5,26.13012,-80.1037
"26.13032, -80.10525","Florida",3,26.13032,-80.10525
"26.13036, -80.1062","Florida",3,26.13036,-80.1062
"26.13038, -80.10716","Florida",3,26.13038,-80.10716
"26.1304955, -80.105896","Florida",3,26.1304955,-80.105896
"26.13054, -80.13443","Florida",3,26.13054,-80.13443
"26.130636, -80.104872","Florida",3,26.130636,-80.104872
"26.1307, -80.10609","Florida",3,26.1307,-80.10609
"26.130705, -80.30824","Florida",3,26.130705,-80.30824
"26.130728, -97.17225","Texas",4,26.130728,-97.17225
"26.13078, -80.10486","Florida",2,26.13078,-80.10486
"26.130816, -80.103386","Florida",5,26.130816,-80.103386
"26.13088, -80.10605","Florida",3,26.13088,-80.10605
"26.130955, -80.104546","Florida",3,26.130955,-80.104546
"26.130996, -80.106584","Florida",3,26.130996,-80.106584
"26.131221, -80.103567","Florida",4,26.131221,-80.103567
"26.13124, -80.10817","Florida",2,26.13124,-80.10817
"26.13126, -80.10653","Florida",3,26.13126,-80.10653
"26.13158, -80.103405","Florida",4,26.13158,-80.103405
"26.13167, -80.10765","Florida",2,26.13167,-80.10765
"26.13186, -80.10608","Florida",2,26.13186,-80.10608
"26.13194, -80.10874","Florida",3,26.13194,-80.10874
"26.131947, -97.17135","Texas",3,26.131947,-97.17135
"26.13221, -80.103341","Florida",3,26.13221,-80.103341
"26.13222, -80.10607","Florida",2,26.13222,-80.10607
"26.13222, -80.10619","Florida",2,26.13222,-80.10619
"26.13238, -80.1056","Florida",2,26.13238,-80.1056
"26.1324098430315, -80.1035365462304","Florida",2,26.1324098430315,-80.1035365462304
"26.13244, -81.774668","Florida",2,26.13244,-81.774668
"26.13249, -80.1043","Florida",2,26.13249,-80.1043
"26.1325, -80.10867","Florida",3,26.1325,-80.10867
"26.132586, -80.105594","Florida",3,26.132586,-80.105594
"26.13264, -80.1379","Florida",3,26.13264,-80.1379
"26.1328468996209, -80.1049473881721","Florida",3,26.1328468996209,-80.1049473881721
"26.132977, -97.170703","Texas",3,26.132977,-97.170703
"26.133007, -97.170734","Texas",3.4,26.133007,-97.170734
"26.133045, -80.12816","Florida",3,26.133045,-80.12816
"26.133072, -80.104882","Florida",3,26.133072,-80.104882
"26.133122588369, -80.104998772982","Florida",3,26.133122588369,-80.104998772982
"26.13313, -97.16878","Texas",3,26.13313,-97.16878
"26.133154, -97.169634","Texas",4,26.133154,-97.169634
"26.133182, -97.169535","Texas",3,26.133182,-97.169535
"26.13353, -80.10676","Florida",2,26.13353,-80.10676
"26.13354, -80.10802","Florida",2,26.13354,-80.10802
"26.13365, -81.79353","Florida",2,26.13365,-81.79353
"26.13372, -80.10743","Florida",3,26.13372,-80.10743
"26.13375, -97.171625","Texas",3,26.13375,-97.171625
"26.13461, -81.77775","Florida",2,26.13461,-81.77775
"26.135153, -97.17106","Texas",2,26.135153,-97.17106
"26.13584, -80.12843","Florida",3,26.13584,-80.12843
"26.1359, -80.11975","Florida",3,26.1359,-80.11975
"26.13607, -81.78326","Florida",4,26.13607,-81.78326
"26.136405, -81.792612","Florida",3,26.136405,-81.792612
"26.136857, -80.104645","Florida",3,26.136857,-80.104645
"26.13724, -80.10558","Florida",3,26.13724,-80.10558
"26.13728, -80.13073","Florida",2,26.13728,-80.13073
"26.137312, -80.109313","Florida",3,26.137312,-80.109313
"26.13734, -80.10928","Florida",3,26.13734,-80.10928
"26.137359, -80.10959","Florida",3,26.137359,-80.10959
"26.137385, -97.171975","Texas",3,26.137385,-97.171975
"26.13746, -80.13074","Florida",3,26.13746,-80.13074
"26.137848, -80.10993","Florida",4,26.137848,-80.10993
"26.137904, -97.172031","Texas",2,26.137904,-97.172031
"26.137944, -80.109194","Florida",3,26.137944,-80.109194
"26.138033, -80.103584","Florida",4,26.138033,-80.103584
"26.13817, -81.80119","Florida",2,26.13817,-81.80119
"26.138308, -97.17211","Texas",3,26.138308,-97.17211
"26.13833, -81.78203","Florida",2,26.13833,-81.78203
"26.13834, -81.78093","Florida",2,26.13834,-81.78093
"26.138508, -80.120389","Florida",3,26.138508,-80.120389
"26.13879, -81.78372","Florida",2,26.13879,-81.78372
"26.139248, -81.785968","Florida",4,26.139248,-81.785968
"26.1393, -81.7859","Florida",4,26.1393,-81.7859
"26.139812, -81.793523","Florida",3,26.139812,-81.793523
"26.140073776, -81.79901886","Florida",3,26.140073776,-81.79901886
"26.14062, -97.65622","Texas",1,26.14062,-97.65622
"26.1409, -81.80317","Florida",4,26.1409,-81.80317
"26.141046, -97.175129","Texas",4,26.141046,-97.175129
"26.141132, -81.78795","Florida",3,26.141132,-81.78795
"26.141537, -81.79785","Florida",4,26.141537,-81.79785
"26.14173, -81.797653","Florida",4,26.14173,-81.797653
"26.14182, -80.31646","Florida",3,26.14182,-80.31646
"26.1426, -80.1115","Florida",3,26.1426,-80.1115
"26.143119, -81.790511","Florida",3,26.143119,-81.790511
"26.14355278, -81.803695679","Florida",4,26.14355278,-81.803695679
"26.14414, -98.25516","Texas",2,26.14414,-98.25516
"26.144283, -80.32546","Florida",4,26.144283,-80.32546
"26.14435, -80.11294","Florida",3,26.14435,-80.11294
"26.14494, -81.79532","Florida",2,26.14494,-81.79532
"26.14514, -80.1103","Florida",3,26.14514,-80.1103
"26.145152, -81.795204","Florida",4,26.145152,-81.795204
"26.145206, -80.25832","Florida",2,26.145206,-80.25832
"26.145492, -80.257109","Florida",2,26.145492,-80.257109
"26.1457, -80.11186","Florida",3,26.1457,-80.11186
"26.14665, -81.79554","Florida",2,26.14665,-81.79554
"26.147567, -81.796743","Florida",3,26.147567,-81.796743
"26.147567, -81.796743","North Carolina",3,26.147567,-81.796743
"26.1477, -97.17143","Texas",3,26.1477,-97.17143
"26.14771, -81.79554","Florida",2,26.14771,-81.79554
"26.14891, -80.12014","Florida",2,26.14891,-80.12014
"26.149555, -97.66548","Texas",2,26.149555,-97.66548
"26.15005, -80.31904","Florida",2,26.15005,-80.31904
"26.150212, -80.110168","Florida",4,26.150212,-80.110168
"26.1532, -81.7588","Florida",4,26.1532,-81.7588
"26.1540989, -80.142692000000011","Florida",3,26.1540989,-80.14269200000001
"26.154114, -80.101109","Florida",3,26.154114,-80.101109
"26.154239, -80.100829","Florida",4,26.154239,-80.100829
"26.154631, -97.96391","Texas",2,26.154631,-97.96391
"26.15483, -81.73218","Florida",3,26.15483,-81.73218
"26.154882, -80.100411","Florida",3,26.154882,-80.100411
"26.15504, -97.96771","Texas",2,26.15504,-97.96771
"26.155954, -81.68522","Florida",2,26.155954,-81.68522
"26.15609, -81.68804","Florida",2,26.15609,-81.68804
"26.15662, -80.10157","Florida",4,26.15662,-80.10157
"26.156713, -81.808253","Florida",4,26.156713,-81.808253
"26.156951, -80.104403","Florida",4,26.156951,-80.104403
"26.15731, -81.68398","Florida",2,26.15731,-81.68398
"26.15766, -80.1013","Florida",3,26.15766,-80.1013
"26.15768, -80.13742","Florida",4,26.15768,-80.13742
"26.157694, -80.144358","Florida",3,26.157694,-80.144358
"26.157713, -80.144396","Florida",3,26.157713,-80.144396
"26.158, -81.68454","Florida",2,26.158,-81.68454
"26.158087, -97.95659","Texas",2,26.158087,-97.95659
"26.15829, -80.10249","Florida",3,26.15829,-80.10249
"26.15839, -80.13615","Florida",3,26.15839,-80.13615
"26.15868, -97.95855","Texas",2,26.15868,-97.95855
"26.15949, -97.89079","Texas",2,26.15949,-97.89079
"26.1599, -80.11854","Florida",4,26.1599,-80.11854
"26.160194, -97.88032","Texas",2,26.160194,-97.88032
"26.161006, -81.797715","Florida",3,26.161006,-81.797715
"26.16134, -97.68239","Texas",2,26.16134,-97.68239
"26.1614, -81.68452","Florida",2,26.1614,-81.68452
"26.161452, -80.146439","Florida",4,26.161452,-80.146439
"26.16215, -80.10056","Florida",4,26.16215,-80.10056
"26.162708, -97.68278","Texas",2,26.162708,-97.68278
"26.162987, -81.68508","Florida",3,26.162987,-81.68508
"26.16299, -81.68507","Florida",2,26.16299,-81.68507
"26.163196, -97.961379","Texas",2,26.163196,-97.961379
"26.16332, -97.67848","Texas",2,26.16332,-97.67848
"26.163515, -80.256958","Florida",3,26.163515,-80.256958
"26.163578, -97.686182","Texas",2,26.163578,-97.686182
"26.163874, -97.68201","Texas",2,26.163874,-97.68201
"26.163879, -98.292554","Texas",2,26.163879,-98.292554
"26.163927, -97.662216","Texas",2,26.163927,-97.662216
"26.164487838745117, -80.115966796875","Florida",2,26.164487838745117,-80.115966796875
"26.16469, -80.10072","Florida",2,26.16469,-80.10072
"26.16481, -80.09966","Florida",4,26.16481,-80.09966
"26.164943, -80.116221","Florida",1,26.164943,-80.116221
"26.165241, -97.68774","Texas",3,26.165241,-97.68774
"26.165436, -80.099187","Florida",4,26.165436,-80.099187
"26.1655, -97.6806","Texas",3,26.1655,-97.6806
"26.165772, -80.116735","Florida",3,26.165772,-80.116735
"26.166208, -80.16235","Florida",2,26.166208,-80.16235
"26.16731, -97.82364","Texas",2,26.16731,-97.82364
"26.168384, -80.112225","Florida",2,26.168384,-80.112225
"26.16848, -81.81084","Florida",4,26.16848,-81.81084
"26.169561, -97.97441","Texas",2,26.169561,-97.97441
"26.16964, -80.10329","Florida",3,26.16964,-80.10329
"26.16964, -97.67569","Texas",2,26.16964,-97.67569
"26.170254, -80.235999","Florida",3,26.170254,-80.235999
"26.170648, -80.132632","Florida",3,26.170648,-80.132632
"26.170754, -80.132653","Florida",3,26.170754,-80.132653
"26.171122, -98.01322","Texas",2,26.171122,-98.01322
"26.17326, -80.09982","Florida",3,26.17326,-80.09982
"26.173369, -98.232465","Texas",2,26.173369,-98.232465
"26.173405, -98.000984","Texas",2,26.173405,-98.000984
"26.173727, -80.099722","Florida",3,26.173727,-80.099722
"26.17393, -98.00698","Texas",2,26.17393,-98.00698
"26.17498, -81.79987","Florida",2,26.17498,-81.79987
"26.175123, -98.023749","Texas",2,26.175123,-98.023749
"26.177175, -80.09949","Florida",2,26.177175,-80.09949
"26.177841, -80.098171","Florida",3,26.177841,-80.098171
"26.17786, -98.23356","Texas",3,26.17786,-98.23356
"26.17791, -80.09709","Florida",3,26.17791,-80.09709
"26.178, -98.2336","Texas",3,26.178,-98.2336
"26.178111, -80.098893","Florida",3,26.178111,-80.098893
"26.178198, -80.098127","Florida",4,26.178198,-80.098127
"26.17821, -81.79993","Florida",2,26.17821,-81.79993
"26.178524, -80.09877","Florida",3,26.178524,-80.09877
"26.1788, -81.79964","Florida",2,26.1788,-81.79964
"26.179234, -97.991058","Texas",2,26.179234,-97.991058
"26.17928838, -98.03971543","Texas",2,26.17928838,-98.03971543
"26.17939, -80.09843","Florida",2,26.17939,-80.09843
"26.1797, -80.09856","Florida",2,26.1797,-80.09856
"26.181593, -80.097761","Florida",3,26.181593,-80.097761
"26.18161, -98.229965","Texas",3,26.18161,-98.229965
"26.18211, -98.05795","Texas",2,26.18211,-98.05795
"26.182299, -97.71307","Texas",2,26.182299,-97.71307
"26.1825, -97.7154","Texas",2,26.1825,-97.7154
"26.182509, -80.144127","Florida",2,26.182509,-80.144127
"26.18258, -98.23213","Texas",2,26.18258,-98.23213
"26.183117, -98.239433","Texas",2,26.183117,-98.239433
"26.18394, -98.23321","Texas",3,26.18394,-98.23321
"26.18415, -80.10525","Florida",4,26.18415,-80.10525
"26.184365, -81.688752","Florida",2,26.184365,-81.688752
"26.1846, -80.096","Florida",3,26.1846,-80.096
"26.18462, -80.12099","Florida",3,26.18462,-80.12099
"26.18484, -81.79977","Florida",2,26.18484,-81.79977
"26.18486504, -80.09584787","Florida",2,26.18486504,-80.09584787
"26.18535, -80.10921","Florida",2,26.18535,-80.10921
"26.185688, -80.129621","Florida",3,26.185688,-80.129621
"26.185731, -80.097429","Florida",3,26.185731,-80.097429
"26.18593, -80.09638","Florida",3,26.18593,-80.09638
"26.186, -81.799065","Florida",3,26.186,-81.799065
"26.186135, -80.095897","Florida",4,26.186135,-80.095897
"26.18616, -80.15506","Florida",2,26.18616,-80.15506
"26.186178, -98.23298","Texas",3,26.186178,-98.23298
"26.18626, -97.71278","Texas",3,26.18626,-97.71278
"26.18627, -98.23315","Texas",2,26.18627,-98.23315
"26.18628, -80.09686","Florida",2,26.18628,-80.09686
"26.186319, -80.096205","Florida",3,26.186319,-80.096205
"26.18633, -80.20002","Florida",2,26.18633,-80.20002
"26.18652, -80.19659","Florida",2,26.18652,-80.19659
"26.18662, -80.09745","Florida",3,26.18662,-80.09745
"26.1867, -80.20179","Florida",2,26.1867,-80.20179
"26.186724, -98.230534","Texas",2,26.186724,-98.230534
"26.18685, -80.09764","Florida",2,26.18685,-80.09764
"26.18685, -98.22425","Texas",4,26.18685,-98.22425
"26.186968, -98.22874","Texas",2,26.186968,-98.22874
"26.18713, -80.18606","Florida",2,26.18713,-80.18606
"26.18721, -80.09731","Florida",2,26.18721,-80.09731
"26.18727, -80.09633","Florida",3,26.18727,-80.09633
"26.187286, -98.21912","Texas",2,26.187286,-98.21912
"26.18734, -80.09584","Florida",2,26.18734,-80.09584
"26.1874, -80.09614","Florida",2,26.1874,-80.09614
"26.18754, -80.15427","Florida",3,26.18754,-80.15427
"26.18779, -80.20355","Florida",2,26.18779,-80.20355
"26.187915, -80.095436","Florida",2,26.187915,-80.095436
"26.18805, -80.09557","Florida",3,26.18805,-80.09557
"26.18806839, -80.09590149","Florida",3,26.18806839,-80.09590149
"26.18824, -80.16477","Florida",2,26.18824,-80.16477
"26.18832, -97.71366","Texas",2,26.18832,-97.71366
"26.18857, -98.22967","Texas",3,26.18857,-98.22967
"26.18871, -81.65326","Florida",5,26.18871,-81.65326
"26.1887236815264, -80.0961443781853","Florida",3,26.1887236815264,-80.0961443781853
"26.18888, -98.23238","Texas",2,26.18888,-98.23238
"26.18891, -98.22145","Texas",2,26.18891,-98.22145
"26.18899, -98.22602","Texas",3,26.18899,-98.22602
"26.18911, -97.71614","Texas",2,26.18911,-97.71614
"26.18918, -80.20276","Florida",3,26.18918,-80.20276
"26.18923, -97.71583","Texas",2,26.18923,-97.71583
"26.18927124, -81.76343166","Florida",4,26.18927124,-81.76343166
"26.189293, -80.098531","Florida",3,26.189293,-80.098531
"26.189340591, -97.716171265","Texas",2,26.189340591,-97.716171265
"26.18936, -98.22665","Texas",3,26.18936,-98.22665
"26.189445, -98.226755","Texas",3,26.189445,-98.226755
"26.18961, -98.22949","Texas",2,26.18961,-98.22949
"26.189639, -98.229904","Texas",2,26.189639,-98.229904
"26.189651525, -98.228742331","Texas",3,26.189651525,-98.228742331
"26.18966, -98.22861","Texas",3,26.18966,-98.22861
"26.18986, -80.207695","Florida",2,26.18986,-80.207695
"26.189995, -98.200263","Texas",3,26.189995,-98.200263
"26.19004, -98.23042","Texas",2,26.19004,-98.23042
"26.190207, -97.721634","Texas",3,26.190207,-97.721634
"26.190285, -98.21272","Texas",2,26.190285,-98.21272
"26.19039, -98.23044","Texas",2,26.19039,-98.23044
"26.190395, -80.11509","Florida",3,26.190395,-80.11509
"26.190756, -98.206467","Texas",2,26.190756,-98.206467
"26.190935, -98.109046","Texas",2,26.190935,-98.109046
"26.19104, -80.09683","Florida",2,26.19104,-80.09683
"26.191042, -98.23215","Texas",3,26.191042,-98.23215
"26.191433, -98.23042","Texas",2,26.191433,-98.23042
"26.19194, -98.12479","Texas",2,26.19194,-98.12479
"26.192129, -80.097818","Florida",2,26.192129,-80.097818
"26.192558, -98.26408","Texas",3,26.192558,-98.26408
"26.192686, -98.288185","Texas",2,26.192686,-98.288185
"26.193, -98.2319","Texas",2,26.193,-98.2319
"26.19309, -80.09816","Florida",3,26.19309,-80.09816
"26.19314, -98.121608","Texas",2,26.19314,-98.121608
"26.19327, -80.09617","Florida",2,26.19327,-80.09617
"26.193383, -80.095454","Florida",3,26.193383,-80.095454
"26.1934, -80.0954","Florida",2,26.1934,-80.0954
"26.19352, -80.11387","Florida",3,26.19352,-80.11387
"26.193639, -97.718607","Texas",2,26.193639,-97.718607
"26.1937, -80.0953","Florida",3,26.1937,-80.0953
"26.193892, -98.263855","Texas",3,26.193892,-98.263855
"26.193901, -80.260796","Florida",2,26.193901,-80.260796
"26.1941, -81.80022","Florida",3,26.1941,-81.80022
"26.194125, -80.261755","Florida",2,26.194125,-80.261755
"26.19447, -80.09736","Florida",2,26.19447,-80.09736
"26.194647, -80.291145","Florida",2,26.194647,-80.291145
"26.19472, -80.09693","Florida",3,26.19472,-80.09693
"26.194914, -80.18881","Florida",2,26.194914,-80.18881
"26.195002, -80.095347","Florida",2,26.195002,-80.095347
"26.19532, -98.28828","Texas",2,26.19532,-98.28828
"26.19556, -80.096027","Florida",2,26.19556,-80.096027
"26.19557, -80.09531","Florida",2,26.19557,-80.09531
"26.195675, -81.80107","Florida",3,26.195675,-81.80107
"26.19575, -80.09616","Florida",2,26.19575,-80.09616
"26.19583, -98.27619","Texas",3,26.19583,-98.27619
"26.19586, -80.09495","Florida",3,26.19586,-80.09495
"26.195878, -80.096013","Florida",2,26.195878,-80.096013
"26.196444, -98.23202","Texas",2,26.196444,-98.23202
"26.1964723337289, -80.0948421657085","Florida",3,26.1964723337289,-80.0948421657085
"26.1964723337289, -80.0948421657085","South Carolina",3,26.1964723337289,-80.0948421657085
"26.196611, -80.09593","Florida",3,26.196611,-80.09593
"26.196835, -98.30644","Texas",2,26.196835,-98.30644
"26.196937, -80.094924","Florida",3,26.196937,-80.094924
"26.196963905673098, -80.095691755414009","Florida",2,26.196963905673098,-80.09569175541401
"26.197676, -98.29878","Texas",2,26.197676,-98.29878
"26.197726, -97.720167","Texas",2,26.197726,-97.720167
"26.198008, -98.259964","Texas",3,26.198008,-98.259964
"26.19814, -98.23034","Texas",2,26.19814,-98.23034
"26.198349, -98.28301","Texas",2,26.198349,-98.28301
"26.198779, -98.230224","Texas",2,26.198779,-98.230224
"26.19893, -80.11048","Florida",2,26.19893,-80.11048
"26.199339, -80.147125","Florida",2,26.199339,-80.147125
"26.199677, -98.262054","Texas",2,26.199677,-98.262054
"26.200682, -98.32144","Texas",2,26.200682,-98.32144
"26.200783, -98.155328","Texas",2,26.200783,-98.155328
"26.201035, -98.262535","Texas",3,26.201035,-98.262535
"26.20133, -98.21712","Texas",2,26.20133,-98.21712
"26.201693, -80.15291","Florida",2,26.201693,-80.15291
"26.201793, -81.803958","Florida",3,26.201793,-81.803958
"26.20219, -80.11303","Florida",3,26.20219,-80.11303
"26.20249, -80.179345","Florida",3,26.20249,-80.179345
"26.202614, -98.19783","Texas",2,26.202614,-98.19783
"26.20321, -80.1576","Florida",2,26.20321,-80.1576
"26.203384, -80.13643","Florida",2,26.203384,-80.13643
"26.203415, -80.1513","Florida",3,26.203415,-80.1513
