"Map","stateName","HotelRating","Latitude","Longitude"
"38.29999, -77.50598","Minnesota",2,38.29999,-77.50598
"38.29999, -77.50598","Virginia",2,38.29999,-77.50598
"38.30004, -77.45726","Minnesota",3,38.30004,-77.45726
"38.30004, -77.45726","Virginia",3,38.30004,-77.45726
"38.30039, -85.54984","Kentucky",2,38.30039,-85.54984
"38.30088, -77.45781","Minnesota",5,38.30088,-77.45781
"38.30088, -77.45781","Virginia",5,38.30088,-77.45781
"38.30099, -120.27708","California",2,38.30099,-120.27708
"38.301189423, -120.7059021","California",2,38.301189423,-120.7059021
"38.30119, -80.83409","Virginia",2,38.30119,-80.83409
"38.30153, -85.547325","Kentucky",2,38.30153,-85.547325
"38.30165, -80.830284","Virginia",2,38.30165,-80.830284
"38.302574, -76.52212","California",2,38.302574,-76.52212
"38.30309, -122.31089","California",3,38.30309,-122.31089
"38.3034, -122.31139","California",3,38.3034,-122.31139
"38.3038, -122.28423","California",4,38.3038,-122.28423
"38.30414, -81.56339","Virginia",1,38.30414,-81.56339
"38.30426, -122.29023","California",3,38.30426,-122.29023
"38.304317, -81.56318","Virginia",2,38.304317,-81.56318
"38.304906, -81.56221","Virginia",2,38.304906,-81.56221
"38.305172, -92.57591","Missouri",2,38.305172,-92.57591
"38.30528, -122.28498","California",4,38.30528,-122.28498
"38.3053, -81.56592","Virginia",2,38.3053,-81.56592
"38.305326, -77.461944","Minnesota",3,38.305326,-77.461944
"38.305326, -77.461944","Virginia",3,38.305326,-77.461944
"38.30544, -123.01236","California",3,38.30544,-123.01236
"38.30601, -81.56327","Virginia",2,38.30601,-81.56327
"38.30602, -81.56338","Virginia",3,38.30602,-81.56338
"38.30615, -122.2968","California",4,38.30615,-122.2968
"38.30655, -81.5653","Virginia",2,38.30655,-81.5653
"38.306852, -80.832784","Virginia",2,38.306852,-80.832784
"38.307373, -104.62151","Colorado",2,38.307373,-104.62151
"38.307396, -104.62593","Colorado",2,38.307396,-104.62593
"38.307423, -77.48131","Minnesota",3,38.307423,-77.48131
"38.307423, -77.48131","Virginia",3,38.307423,-77.48131
"38.30763, -75.12233","Maryland",2,38.30763,-75.12233
"38.307912, -81.564709","Virginia",2,38.307912,-81.564709
"38.308216, -104.622925","Colorado",2,38.308216,-104.622925
"38.30885, -122.34044","California",3,38.30885,-122.34044
"38.30931, -85.57409","Kentucky",3,38.30931,-85.57409
"38.309418, -104.615578","Colorado",2,38.309418,-104.615578
"38.30986, -104.61555","Colorado",2,38.30986,-104.61555
"38.31005, -76.5316","California",2,38.31005,-76.5316
"38.3104091395565, -77.6552805304527","Minnesota",3,38.3104091395565,-77.6552805304527
"38.3104091395565, -77.6552805304527","Virginia",3,38.3104091395565,-77.6552805304527
"38.310444, -104.61659","Colorado",2,38.310444,-104.61659
"38.31067, -85.5763","Kentucky",3,38.31067,-85.5763
"38.31071, -88.90265","Illinois",2,38.31071,-88.90265
"38.31079, -88.94894","Illinois",2,38.31079,-88.94894
"38.311089, -122.278783","California",3,38.311089,-122.278783
"38.3111773262449, -88.9491467177868","Illinois",2,38.3111773262449,-88.9491467177868
"38.31123, -104.61409","Colorado",2,38.31123,-104.61409
"38.311237, -88.94696","Illinois",2,38.311237,-88.94696
"38.31219, -88.94734","Illinois",2,38.31219,-88.94734
"38.312397, -88.946794","Illinois",2,38.312397,-88.946794
"38.3125, -122.2967","California",3,38.3125,-122.2967
"38.313606, -77.505455","Minnesota",2,38.313606,-77.505455
"38.313606, -77.505455","Virginia",2,38.313606,-77.505455
"38.3137, -88.94961","Illinois",3,38.3137,-88.94961
"38.313781, -104.615541","Colorado",2,38.313781,-104.615541
"38.313842, -122.482292","California",4,38.313842,-122.482292
"38.313912, -122.485951","California",2,38.313912,-122.485951
"38.313913, -111.387876","Utah",2,38.313913,-111.387876
"38.314392, -77.50486","Minnesota",3,38.314392,-77.50486
"38.314392, -77.50486","Virginia",3,38.314392,-77.50486
"38.314457, -77.50717","Minnesota",3,38.314457,-77.50717
"38.314457, -77.50717","Virginia",3,38.314457,-77.50717
"38.31471, -88.956696","Illinois",2,38.31471,-88.956696
"38.31484, -88.95631","Illinois",2,38.31484,-88.95631
"38.315098, -122.276001","California",4,38.315098,-122.276001
"38.31565, -81.56119","Virginia",3,38.31565,-81.56119
"38.316055, -88.95609","Illinois",2,38.316055,-88.95609
"38.316673, -104.61183","Colorado",2,38.316673,-104.61183
"38.31678, -88.95754","Illinois",2,38.31678,-88.95754
"38.31725, -81.71906","Virginia",2,38.31725,-81.71906
"38.317265, -88.956057","Illinois",4,38.317265,-88.956057
"38.31759, -123.03185","California",4,38.31759,-123.03185
"38.31789, -122.92437","California",2,38.31789,-122.92437
"38.318233, -88.95591","Illinois",2,38.318233,-88.95591
"38.31839, -104.612","Colorado",2,38.31839,-104.612
"38.31867, -111.38298","Utah",2,38.31867,-111.38298
"38.31896, -86.95471","Indiana",2,38.31896,-86.95471
"38.319154, -122.309236","California",2,38.319154,-122.309236
"38.319252, -104.61874","Colorado",2,38.319252,-104.61874
"38.319366, -85.75451","Indiana",2,38.319366,-85.75451
"38.319366, -85.75451","Kentucky",2,38.319366,-85.75451
"38.31982, -111.3819","Utah",4,38.31982,-111.3819
"38.319925, -122.309289","California",2,38.319925,-122.309289
"38.32038, -104.617775","Colorado",2,38.32038,-104.617775
"38.320812, -104.61725","Colorado",2,38.320812,-104.61725
"38.321262, -85.75639","Indiana",2,38.321262,-85.75639
"38.321262, -85.75639","Kentucky",2,38.321262,-85.75639
"38.32148, -104.61838","Colorado",2,38.32148,-104.61838
"38.321922, -85.75693","Indiana",2,38.321922,-85.75693
"38.321922, -85.75693","Kentucky",2,38.321922,-85.75693
"38.32276, -122.31208","California",4,38.32276,-122.31208
"38.322956, -104.618515","Colorado",2,38.322956,-104.618515
"38.323097, -104.62154","Colorado",2,38.323097,-104.62154
"38.32344, -123.03798","California",3,38.32344,-123.03798
"38.32387, -104.616875","Colorado",2,38.32387,-104.616875
"38.324677, -85.75652","Indiana",2,38.324677,-85.75652
"38.324677, -85.75652","Kentucky",2,38.324677,-85.75652
"38.324944, -85.756165","Indiana",2,38.324944,-85.756165
"38.324944, -85.756165","Kentucky",2,38.324944,-85.756165
"38.325502, -77.462465","Minnesota",3,38.325502,-77.462465
"38.325502, -77.462465","Virginia",3,38.325502,-77.462465
"38.32584, -75.0894","Maryland",2,38.32584,-75.0894
"38.32596, -85.75278","Indiana",2,38.32596,-85.75278
"38.32596, -85.75278","Kentucky",2,38.32596,-85.75278
"38.3261134667, -85.7560436354","Indiana",2,38.3261134667,-85.7560436354
"38.3261134667, -85.7560436354","Kentucky",2,38.3261134667,-85.7560436354
"38.32644, -75.61437","Maryland",2,38.32644,-75.61437
"38.32651, -122.31403","California",3,38.32651,-122.31403
"38.32836, -123.04297","California",2,38.32836,-123.04297
"38.32991, -75.08628","Maryland",3,38.32991,-75.08628
"38.330544, -81.71245","Virginia",2,38.330544,-81.71245
"38.3306, -75.22072","Maryland",3,38.3306,-75.22072
"38.33078, -122.31708","California",3,38.33078,-122.31708
"38.33097, -122.96055","California",4,38.33097,-122.96055
"38.33123, -75.08936","Maryland",2,38.33123,-75.08936
"38.332066, -75.084882","Maryland",3,38.332066,-75.084882
"38.33214, -75.08606","Maryland",2,38.33214,-75.08606
"38.33239, -75.08447","Maryland",2,38.33239,-75.08447
"38.332573, -75.08602","Maryland",2,38.332573,-75.08602
"38.332601, -75.084536","Maryland",3,38.332601,-75.084536
"38.3327, -75.08548","Maryland",2,38.3327,-75.08548
"38.332706, -75.0884","Maryland",3,38.332706,-75.0884
"38.33288, -76.46344","Maryland",2,38.33288,-76.46344
"38.33296, -104.74034","Colorado",2,38.33296,-104.74034
"38.3337, -75.08522","Maryland",3,38.3337,-75.08522
"38.333959, -75.084912","Maryland",2,38.333959,-75.084912
"38.33436, -75.08345","Maryland",2,38.33436,-75.08345
"38.33441, -75.08461","Maryland",3,38.33441,-75.08461
"38.33443, -123.048","California",2,38.33443,-123.048
"38.33453, -75.0849","Maryland",3,38.33453,-75.0849
"38.33454, -111.014775","Utah",2,38.33454,-111.014775
"38.33492, -90.14832","Illinois",1,38.33492,-90.14832
"38.335222, -75.083509","Maryland",2,38.335222,-75.083509
"38.33535, -84.06085","Indiana",3,38.33535,-84.06085
"38.335518, -122.32293","California",3,38.335518,-122.32293
"38.33564, -75.10715","Maryland",3,38.33564,-75.10715
"38.335905, -75.082801","Maryland",2,38.335905,-75.082801
"38.33613, -75.08256","Maryland",2,38.33613,-75.08256
"38.336136, -75.109924","Maryland",2,38.336136,-75.109924
"38.3362, -120.912","California",3,38.3362,-120.912
"38.33651, -75.08249","Maryland",2,38.33651,-75.08249
"38.33651, -75.08372","Maryland",3,38.33651,-75.08372
"38.336786, -75.084352","Maryland",2,38.336786,-75.084352
"38.337029, -76.463634","Maryland",2,38.337029,-76.463634
"38.33711, -75.08202","Maryland",3,38.33711,-75.08202
"38.337357, -75.11036","Maryland",2,38.337357,-75.11036
"38.33768, -75.10297","Maryland",4,38.33768,-75.10297
"38.337777, -77.488919","Minnesota",2,38.337777,-77.488919
"38.337777, -77.488919","Virginia",2,38.337777,-77.488919
"38.337971, -81.617021","Virginia",3,38.337971,-81.617021
"38.33805, -75.115135","Maryland",2,38.33805,-75.115135
"38.3383, -77.48787","Minnesota",2,38.3383,-77.48787
"38.3383, -77.48787","Virginia",2,38.3383,-77.48787
"38.33853, -75.08259","Maryland",2,38.33853,-75.08259
"38.33863, -75.11711","Maryland",2,38.33863,-75.11711
"38.33866, -75.08174","Maryland",2,38.33866,-75.08174
"38.33876, -75.08112","Maryland",1,38.33876,-75.08112
"38.33883, -123.04778","California",3,38.33883,-123.04778
"38.339071, -75.117616","Maryland",2,38.339071,-75.117616
"38.3395, -75.08057","Maryland",3,38.3395,-75.08057
"38.3396, -75.08337","Maryland",2,38.3396,-75.08337
"38.33981, -75.08194","Maryland",2,38.33981,-75.08194
"38.33997, -75.08052","Maryland",2,38.33997,-75.08052
"38.34013, -82.941185","Kentucky",2,38.34013,-82.941185
"38.34014, -75.08324","Maryland",2,38.34014,-75.08324
"38.34065, -75.07998","Maryland",4,38.34065,-75.07998
"38.34067, -75.08038","Maryland",2,38.34067,-75.08038
"38.34072, -111.54953","Utah",3,38.34072,-111.54953
"38.34095814, -123.04669607","California",4,38.34095814,-123.04669607
"38.341048, -75.079863","Maryland",3,38.341048,-75.079863
"38.34108, -75.08006","Maryland",2,38.34108,-75.08006
"38.34123, -75.07985","Maryland",2.5,38.34123,-75.07985
"38.341732, -120.764376","California",3,38.341732,-120.764376
"38.34177, -75.080728","Maryland",3,38.34177,-75.080728
"38.342139, -75.080963","Maryland",3,38.342139,-75.080963
"38.342278, -77.49802","Minnesota",3,38.342278,-77.49802
"38.342278, -77.49802","Virginia",3,38.342278,-77.49802
"38.34263, -77.49613","Minnesota",2,38.34263,-77.49613
"38.34263, -77.49613","Virginia",2,38.34263,-77.49613
"38.34277, -75.08028","Maryland",2,38.34277,-75.08028
"38.34281, -75.07889","Maryland",2,38.34281,-75.07889
"38.34324, -75.08104","Maryland",2,38.34324,-75.08104
"38.343518, -75.079003","Maryland",2,38.343518,-75.079003
"38.34363, -122.32621","California",4,38.34363,-122.32621
"38.34377, -77.49717","Minnesota",2,38.34377,-77.49717
"38.34377, -77.49717","Virginia",2,38.34377,-77.49717
"38.34379, -77.49719","Minnesota",2,38.34379,-77.49719
"38.34379, -77.49719","Virginia",2,38.34379,-77.49719
"38.34409, -77.49758","Minnesota",2,38.34409,-77.49758
"38.34409, -77.49758","Virginia",2,38.34409,-77.49758
"38.344492, -75.079203","Maryland",2,38.344492,-75.079203
"38.34452, -75.07793","Maryland",2,38.34452,-75.07793
"38.34464, -75.07926","Maryland",2,38.34464,-75.07926
"38.3447, -77.497475","Minnesota",2,38.3447,-77.497475
"38.3447, -77.497475","Virginia",2,38.3447,-77.497475
"38.344753, -75.078","Maryland",3,38.344753,-75.078
"38.34488, -90.15088","Illinois",3,38.34488,-90.15088
"38.34526, -122.715076","California",2,38.34526,-122.715076
"38.345318, -77.49721","Minnesota",2,38.345318,-77.49721
"38.345318, -77.49721","Virginia",2,38.345318,-77.49721
"38.34573, -77.49935","Minnesota",2,38.34573,-77.49935
"38.34573, -77.49935","Virginia",2,38.34573,-77.49935
"38.346024, -75.07765","Maryland",2,38.346024,-75.07765
"38.346066, -120.77184","California",2,38.346066,-120.77184
"38.34619, -77.4998","Minnesota",2,38.34619,-77.4998
"38.34619, -77.4998","Virginia",2,38.34619,-77.4998
"38.346559, -82.943341","Kentucky",3,38.346559,-82.943341
"38.34662, -82.937173","Kentucky",2,38.34662,-82.937173
"38.34698, -75.078","Maryland",3,38.34698,-75.078
"38.34713303, -82.93523222","Kentucky",3,38.34713303,-82.93523222
"38.3472, -75.07815","Maryland",2,38.3472,-75.07815
"38.3475, -77.05879","Minnesota",3,38.3475,-77.05879
"38.3475, -77.05879","Virginia",3,38.3475,-77.05879
"38.347553, -77.05454","Minnesota",2,38.347553,-77.05454
"38.347553, -77.05454","Virginia",2,38.347553,-77.05454
"38.34775, -75.07757","Maryland",3,38.34775,-75.07757
"38.347957, -98.213362","Kansas",2,38.347957,-98.213362
"38.34806, -120.77341","California",2,38.34806,-120.77341
"38.34836, -75.07653","Maryland",2,38.34836,-75.07653
"38.348401, -122.26738","California",3,38.348401,-122.26738
"38.348473, -77.5019","Minnesota",3,38.348473,-77.5019
"38.348473, -77.5019","Virginia",3,38.348473,-77.5019
"38.348534, -77.05419","Minnesota",2,38.348534,-77.05419
"38.348534, -77.05419","Virginia",2,38.348534,-77.05419
"38.34871, -122.2645","California",3,38.34871,-122.2645
"38.34875, -122.26452","California",3,38.34875,-122.26452
"38.348934, -122.716824","California",2,38.348934,-122.716824
"38.34904, -75.0781","Maryland",2,38.34904,-75.0781
"38.349106, -77.058205","Minnesota",2,38.349106,-77.058205
"38.349106, -77.058205","Virginia",2,38.349106,-77.058205
"38.34925, -122.71688","California",2,38.34925,-122.71688
"38.3495, -122.267","California",3,38.3495,-122.267
"38.3495, -122.71688","California",2,38.3495,-122.71688
"38.34954, -81.629944","Virginia",2,38.34954,-81.629944
"38.349804, -122.709909","California",2,38.349804,-122.709909
"38.34981, -81.6385","Virginia",3,38.34981,-81.6385
"38.349842, -81.63066","Virginia",2,38.349842,-81.63066
"38.35, -75.07832","Maryland",2,38.35,-75.07832
"38.35049, -75.07638","Maryland",3,38.35049,-75.07638
"38.350723, -76.4565","Maryland",3,38.350723,-76.4565
"38.351174, -122.256413","California",3,38.351174,-122.256413
"38.35154, -92.57118","Missouri",2,38.35154,-92.57118
"38.351566, -75.07511","Maryland",2,38.351566,-75.07511
"38.351764, -77.053163","Minnesota",2,38.351764,-77.053163
"38.351764, -77.053163","Virginia",2,38.351764,-77.053163
"38.35226, -75.076","Maryland",3,38.35226,-75.076
"38.3523, -75.07484","Maryland",3,38.3523,-75.07484
"38.3523, -75.07556","Maryland",1,38.3523,-75.07556
"38.3526, -120.934","California",3,38.3526,-120.934
"38.35329, -75.074495","Maryland",2,38.35329,-75.074495
"38.353356, -75.075521","Maryland",2,38.353356,-75.075521
"38.353683, -81.63494","Virginia",3,38.353683,-81.63494
"38.353714, -81.643616","Virginia",3,38.353714,-81.643616
"38.35383, -75.07462","Maryland",3,38.35383,-75.07462
"38.354107, -81.60489","Virginia",3,38.354107,-81.60489
"38.35417, -75.07504","Maryland",2,38.35417,-75.07504
"38.35432, -121.98224","California",2,38.35432,-121.98224
"38.35439, -75.0763","Maryland",2,38.35439,-75.0763
"38.354755, -81.64229","Virginia",2,38.354755,-81.64229
"38.35507, -75.0745","Maryland",2,38.35507,-75.0745
"38.35512, -75.0782","Maryland",2,38.35512,-75.0782
"38.35543, -87.5937","Indiana",2,38.35543,-87.5937
"38.35556, -75.07592","Maryland",2,38.35556,-75.07592
"38.35582, -75.07331","Maryland",2,38.35582,-75.07331
"38.35591, -81.63865","Virginia",3,38.35591,-81.63865
"38.35606, -75.07448","Maryland",2,38.35606,-75.07448
"38.356153, -75.07423","Maryland",2,38.356153,-75.07423
"38.35644, -120.78137","California",2,38.35644,-120.78137
"38.356514, -81.64448","Virginia",2,38.356514,-81.64448
"38.356668, -75.073416","Maryland",3,38.356668,-75.073416
"38.356983, -87.60758","Indiana",2,38.356983,-87.60758
"38.35752, -122.26412","California",3,38.35752,-122.26412
"38.35786, -75.07326","Maryland",2,38.35786,-75.07326
"38.358, -75.07369","Maryland",2,38.358,-75.07369
"38.35808, -76.55765","California",4,38.35808,-76.55765
"38.359185, -90.980786","Missouri",2,38.359185,-90.980786
"38.359425, -75.072717","Maryland",2,38.359425,-75.072717
"38.359524, -78.721753","Virginia",3,38.359524,-78.721753
"38.359564, -79.880892","Pennsylvania",3,38.359564,-79.880892
"38.359889, -81.738665","Virginia",2,38.359889,-81.738665
"38.36032, -75.07235","Maryland",2,38.36032,-75.07235
"38.36038, -81.73328","Virginia",2,38.36038,-81.73328
"38.3605, -75.07219","Maryland",4,38.3605,-75.07219
"38.360676, -75.07323","Maryland",3,38.360676,-75.07323
"38.36068, -98.78884","Kansas",2,38.36068,-98.78884
"38.3608017677304, -93.7532856920734","Missouri",3,38.3608017677304,-93.7532856920734
"38.36106, -85.7778","Indiana",3,38.36106,-85.7778
"38.36106, -85.7778","Kentucky",3,38.36106,-85.7778
"38.361236, -122.723179","California",4,38.361236,-122.723179
"38.361479, -75.075773","Maryland",3,38.361479,-75.075773
"38.36152, -75.071785","Maryland",4,38.36152,-75.071785
"38.361755, -98.79061","Kansas",2,38.361755,-98.79061
"38.361828, -98.77875","Kansas",2,38.361828,-98.77875
"38.36183, -98.79874","Kansas",2,38.36183,-98.79874
"38.36188, -98.78225","Kansas",2,38.36188,-98.78225
"38.36189, -98.7862","Kansas",2,38.36189,-98.7862
"38.36190033, -98.779769897","Kansas",2,38.36190033,-98.779769897
"38.362035, -75.079087","Maryland",3,38.362035,-75.079087
"38.36205, -98.79484","Kansas",2,38.36205,-98.79484
"38.36224, -122.526","California",3,38.36224,-122.526
"38.362293, -90.977264","Missouri",2,38.362293,-90.977264
"38.36262, -121.96873","California",2,38.36262,-121.96873
"38.362816, -86.94314","Indiana",2,38.362816,-86.94314
"38.36282, -122.52637","California",2,38.36282,-122.52637
"38.362904, -121.97199","California",2,38.362904,-121.97199
"38.36321, -75.07192","Maryland",3,38.36321,-75.07192
"38.36333, -122.52448","California",3,38.36333,-122.52448
"38.36349, -122.71572","California",3,38.36349,-122.71572
"38.3636, -122.71498","California",2,38.3636,-122.71498
"38.36362, -75.596","Maryland",2,38.36362,-75.596
"38.364137, -93.753206","Missouri",2,38.364137,-93.753206
"38.3646, -98.76785","Kansas",2,38.3646,-98.76785
"38.36466, -75.07059","Maryland",3,38.36466,-75.07059
"38.364923, -81.762354","Virginia",2,38.364923,-81.762354
"38.36526, -122.3388","California",5,38.36526,-122.3388
"38.36541, -122.70668","California",4,38.36541,-122.70668
"38.365417, -121.96609","California",2,38.365417,-121.96609
"38.36545, -81.69132","Virginia",2,38.36545,-81.69132
"38.36548, -81.69093","Virginia",3,38.36548,-81.69093
"38.366492, -122.524155","California",4,38.366492,-122.524155
"38.36667, -122.52873","California",4,38.36667,-122.52873
"38.36671, -81.68642","Virginia",2,38.36671,-81.68642
"38.366932, -75.5402","Maryland",2,38.366932,-75.5402
"38.366943, -77.52929","Minnesota",2,38.366943,-77.52929
"38.366943, -77.52929","Virginia",2,38.366943,-77.52929
"38.367455, -75.54425","Maryland",2,38.367455,-75.54425
"38.367808, -93.774146","Missouri",3,38.367808,-93.774146
"38.36781, -121.95667","California",3,38.36781,-121.95667
"38.36862, -90.15772","Illinois",2,38.36862,-90.15772
"38.36863, -75.07087","Maryland",2,38.36863,-75.07087
"38.36898, -75.54154","Maryland",3,38.36898,-75.54154
"38.369031, -122.340969","California",3,38.369031,-122.340969
"38.36925, -97.62988","Kansas",2,38.36925,-97.62988
"38.36969, -83.12362","Kentucky",3,38.36969,-83.12362
"38.369705, -75.0711","Maryland",2,38.369705,-75.0711
"38.36975, -93.75132","Missouri",2,38.36975,-93.75132
"38.369963, -97.627562","Kansas",2,38.369963,-97.627562
"38.37024, -97.62274","Kansas",2,38.37024,-97.62274
"38.37038, -75.598466","Maryland",3,38.37038,-75.598466
"38.37041, -75.06983","Maryland",3,38.37041,-75.06983
"38.37081, -97.62409","Kansas",2,38.37081,-97.62409
"38.3709, -97.62503","Kansas",2,38.3709,-97.62503
"38.370927, -75.068444","Maryland",2,38.370927,-75.068444
"38.37098, -85.75767","Indiana",2,38.37098,-85.75767
"38.37102, -97.62646","Kansas",2,38.37102,-97.62646
"38.37123, -121.95368","California",3,38.37123,-121.95368
"38.3714009632639, -97.6282462337986","Kansas",3,38.3714009632639,-97.6282462337986
"38.371404, -75.071612","Maryland",3,38.371404,-75.071612
"38.37142, -75.06883","Maryland",3,38.37142,-75.06883
"38.37149, -121.95346","California",2,38.37149,-121.95346
"38.371494, -121.95177","California",2,38.371494,-121.95177
"38.371544, -110.703581","Utah",2,38.371544,-110.703581
"38.37166, -75.06957","Maryland",3,38.37166,-75.06957
"38.37197, -121.9526","California",2,38.37197,-121.9526
"38.372102, -121.952513","California",2,38.372102,-121.952513
"38.37242, -97.62646","Kansas",2,38.37242,-97.62646
"38.372759, -96.54179","Kansas",3,38.372759,-96.54179
"38.373633, -75.070336","Maryland",2,38.373633,-75.070336
"38.37365, -75.06834","Maryland",3,38.37365,-75.06834
"38.37391, -110.70916","Utah",2,38.37391,-110.70916
"38.37461, -110.70921","Utah",3,38.37461,-110.70921
"38.3747086047681, -75.0713036980782","Maryland",2,38.3747086047681,-75.0713036980782
"38.37604, -86.94239","Indiana",2,38.37604,-86.94239
"38.37743, -121.943794","California",3,38.37743,-121.943794
"38.37813, -105.11101","Colorado",2,38.37813,-105.11101
"38.37874, -88.35991","Maryland",3,38.37874,-88.35991
"38.378765, -75.066734","Maryland",2,38.378765,-75.066734
"38.378981, -75.172003","Maryland",3,38.378981,-75.172003
"38.37976, -75.06897","Maryland",2,38.37976,-75.06897
"38.37998, -82.71588","Kentucky",2,38.37998,-82.71588
"38.3806, -88.39527","Maryland",2,38.3806,-88.39527
"38.380774, -78.67173","Virginia",4,38.380774,-78.67173
"38.381476, -82.457922","Virginia",3,38.381476,-82.457922
"38.38174, -75.06544","Maryland",3,38.38174,-75.06544
"38.382400513, -75.077102661","Maryland",3.5,38.382400513,-75.077102661
"38.38255, -78.97613","Virginia",4,38.38255,-78.97613
"38.383137, -75.58459","Maryland",2,38.383137,-75.58459
"38.383141, -78.923408","Virginia",3,38.383141,-78.923408
"38.383446, -75.06912","Maryland",3,38.383446,-75.06912
"38.383633, -75.067764","Maryland",2,38.383633,-75.067764
"38.384, -75.0683","Maryland",2,38.384,-75.0683
"38.38402, -75.06543","Maryland",3,38.38402,-75.06543
"38.384483, -82.71515","Kentucky",2,38.384483,-82.71515
"38.384747, -86.92514","Indiana",2,38.384747,-86.92514
"38.38498, -75.07035","Maryland",3,38.38498,-75.07035
"38.384987, -75.06969","Maryland",3,38.384987,-75.06969
"38.38515, -86.92881","Indiana",2,38.38515,-86.92881
"38.385203, -121.934921","California",2,38.385203,-121.934921
"38.385669708, -75.065254211","Maryland",3,38.385669708,-75.065254211
"38.38668, -75.58084","Maryland",1,38.38668,-75.58084
"38.38697, -120.73462","California",3,38.38697,-120.73462
"38.38699, -93.77132","Missouri",1,38.38699,-93.77132
"38.38701, -86.94088","Indiana",2,38.38701,-86.94088
"38.38714, -82.71829","Kentucky",3,38.38714,-82.71829
"38.38733, -121.93169","California",2,38.38733,-121.93169
"38.387778, -86.928482","Indiana",3,38.387778,-86.928482
"38.3877787856, -93.777355404755","Missouri",3,38.3877787856,-93.777355404755
"38.3883, -75.06485","Maryland",3,38.3883,-75.06485
"38.38859, -85.76528","Indiana",2,38.38859,-85.76528
"38.388948, -122.814205","California",2,38.388948,-122.814205
"38.389088, -82.60579","Kentucky",2,38.389088,-82.60579
"38.38928, -75.06557","Maryland",3,38.38928,-75.06557
"38.39158, -75.06548","Maryland",4,38.39158,-75.06548
"38.39243, -81.59035","Virginia",2,38.39243,-81.59035
"38.393014, -120.802954","California",3,38.393014,-120.802954
"38.393077, -75.064369","Maryland",3,38.393077,-75.064369
"38.3938, -82.40724","Virginia",2,38.3938,-82.40724
"38.393845, -85.75942","Indiana",2,38.393845,-85.75942
"38.393906, -82.42233","Virginia",2,38.393906,-82.42233
"38.394406, -120.803254","California",3,38.394406,-120.803254
"38.39463, -85.75935","Indiana",2,38.39463,-85.75935
"38.39494, -75.56281","Maryland",2,38.39494,-75.56281
"38.39499, -82.415596","Virginia",2,38.39499,-82.415596
"38.39561, -75.06269","Maryland",1,38.39561,-75.06269
"38.396038093, -122.71420062","California",2,38.396038093,-122.71420062
"38.396225, -85.37181","Kentucky",2,38.396225,-85.37181
"38.39623, -120.80579","California",3,38.39623,-120.80579
"38.39625, -82.41978","Virginia",2,38.39625,-82.41978
"38.39637, -85.37393","Kentucky",2,38.39637,-85.37393
"38.396763, -82.413635","Virginia",2,38.396763,-82.413635
"38.39686, -82.71096","Kentucky",2,38.39686,-82.71096
"38.39698, -113.02066","Utah",2,38.39698,-113.02066
"38.39758, -120.80756","California",2,38.39758,-120.80756
"38.39762, -75.06192","Maryland",3,38.39762,-75.06192
"38.398137, -122.357728","California",4,38.398137,-122.357728
"38.398981, -79.995939","Virginia",3,38.398981,-79.995939
"38.399929, -85.3801283","Kentucky",3,38.399929,-85.3801283
"38.400124, -122.359749","California",5,38.400124,-122.359749
"38.400217, -75.061529","Maryland",3,38.400217,-75.061529
"38.400217, -79.994181","Virginia",3,38.400217,-79.994181
"38.40054, -75.06097","Maryland",2,38.40054,-75.06097
"38.40125, -111.64236","Utah",4,38.40125,-111.64236
"38.401588, -79.994879","Virginia",3,38.401588,-79.994879
"38.401638, -79.994804","Virginia",3,38.401638,-79.994804
"38.40188, -75.571655","Maryland",3,38.40188,-75.571655
"38.40193, -122.3614","California",4,38.40193,-122.3614
"38.40193, -122.81946","California",3,38.40193,-122.81946
"38.402238, -122.36096","California",5,38.402238,-122.36096
"38.40225, -122.36131","California",3,38.40225,-122.36131
"38.40261, -85.37337","Kentucky",2,38.40261,-85.37337
"38.402629, -122.361287","California",4,38.402629,-122.361287
"38.403008, -79.994149","Virginia",3,38.403008,-79.994149
"38.40313, -85.37241","Kentucky",2,38.40313,-85.37241
"38.403167, -122.363152","California",5,38.403167,-122.363152
"38.403274, -122.539876","California",4,38.403274,-122.539876
"38.40388, -78.90986","Virginia",2,38.40388,-78.90986
"38.40443, -122.36279","California",3,38.40443,-122.36279
"38.4046, -122.71333","California",2,38.4046,-122.71333
"38.404913, -78.910049","Virginia",2,38.404913,-78.910049
"38.40542, -78.90644","Virginia",2,38.40542,-78.90644
"38.40569, -78.90663","Virginia",2,38.40569,-78.90663
"38.405796, -78.91023","Virginia",3,38.405796,-78.91023
"38.406166, -122.366731","California",4,38.406166,-122.366731
"38.40622, -75.06058","Maryland",3,38.40622,-75.06058
"38.406353, -78.910515","Virginia",2,38.406353,-78.910515
"38.406572, -78.716122","Virginia",3,38.406572,-78.716122
"38.4066, -122.948","California",3,38.4066,-122.948
"38.40663, -78.90751","Virginia",2,38.40663,-78.90751
"38.40689, -96.15051","Kansas",2,38.40689,-96.15051
"38.4069, -122.92713","California",3,38.4069,-122.92713
"38.40691, -122.36753","California",4,38.40691,-122.36753
"38.407037, -78.75589","Virginia",3,38.407037,-78.75589
"38.407192, -122.946505","California",3,38.407192,-122.946505
"38.407322, -81.79631","Virginia",2,38.407322,-81.79631
"38.407473, -79.994567","Virginia",3,38.407473,-79.994567
